y,x
55.7783733,37.6325559
55.7738626,37.6225874
55.7925356,37.6347386
55.7693341,37.6924712
55.7770365,37.7028005
55.7825722,37.6997505
55.7961706,37.7029048
55.8090376,37.6967944
55.814035,37.6867466
55.7997956,37.717039
55.7407838,37.6165123
55.7545607,37.6122435
55.7469895,37.640817
55.7485763,37.6454245
55.7459714,37.668147
55.7252444,37.6633878
55.7424294,37.6157492
55.7459815,37.6263845
55.658633,37.5202128
55.6600362,37.5219948
55.66488,37.5390893
55.6651427,37.5407663
55.657094,37.5286127
55.6732971,37.546039
55.6822866,37.5558076
55.6814834,37.5573096
55.6902902,37.5668919
55.7673724,37.6211112
55.7672304,37.6220652
55.7683039,37.622681
55.7670122,37.6235862
55.7670169,37.6213208
55.7807436,37.6163216
55.7806559,37.6182136
55.7812358,37.6169083
55.7817309,37.6162124
55.780726,37.6165088
55.7734842,37.6246111
55.7926019,37.622884
55.7926422,37.6216896
55.7889337,37.6291883
55.7842742,37.6293037
55.7837446,37.6345623
55.7839439,37.6327446
55.7901331,37.6334517
55.7807445,37.6318304
55.7916113,37.6332214
55.7805336,37.6331409
55.786223,37.6348576
55.7885136,37.6166343
55.7901338,37.6346429
55.7917889,37.629101
55.7929034,37.616311
55.781338,37.6136009
55.7813437,37.6153044
55.7397461,37.6506034
55.7019562,37.5794707
55.7295778,37.655214
55.7323532,37.6396718
55.7765698,37.5555428
55.7733793,37.6134349
55.768324,37.6133412
55.7646976,37.6166972
55.7680038,37.6136013
55.7598111,37.6845203
55.7632164,37.6850704
55.7274363,37.4064838
55.7205906,37.382536
55.7255374,37.3796167
55.7276236,37.4058617
55.7279012,37.4168799
55.7272992,37.4467964
55.7273512,37.4481943
55.7304262,37.4495776
55.7306312,37.4507708
55.7298638,37.446466
55.7282915,37.4463598
55.7284915,37.4468416
55.7290285,37.4465971
55.7285371,37.447628
55.728505,37.4470513
55.7290981,37.4467987
55.7252613,37.4476711
55.7245675,37.4485406
55.7245301,37.453169
55.7242701,37.4488963
55.7236331,37.4491919
55.7240655,37.4498261
55.7243188,37.4508363
55.7241759,37.4487065
55.7236698,37.448265
55.7231249,37.4461012
55.7224343,37.4448035
55.7235918,37.4489644
55.7221846,37.4444475
55.7090772,37.4546894
55.7127281,37.4224051
55.7123785,37.4092215
55.7136895,37.4128718
55.7091447,37.4539508
55.7126054,37.4091885
55.7158436,37.4057815
55.8679693,37.6753153
55.8696298,37.6211609
55.8651914,37.6016264
55.8665981,37.6082936
55.867823,37.6132079
55.8599004,37.6015667
55.8676665,37.6080302
55.8683963,37.6129153
